Customer_No,Gender,LiteracyLevel,MaritalStatus,Occupation,ApplicantIncome,LoanHistroy,LoanTerm,LoanAmount,LoanStatus
4406045,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,2,68,20000,Accepted
4406046,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,2,44,10000,Accepted
4406047,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4406048,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4406049,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4406050,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4406051,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4406052,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Accepted
4406053,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406054,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406055,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4406056,FEMALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,1,68,10000,Rejected
4406057,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4406058,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Rejected
4406059,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4406060,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,10000,Accepted
